ID(String),carat(Float),logcarat(Float),cut(String),color(String),clarity(String),depth(Float),table(Integer),price(Integer),logprice(Float),x(Float),y(Float),z(Float),volume(Float)
18400,1.26,0.23,Very Good,H,SI1,62.5,56,7477,8.92,6.88,6.93,4.31,205.493904
18420,1.01,0.01,Very Good,D,VS2,59.8,60,7487,8.92,6.46,6.51,3.88,163.171848
18440,1.41,0.34,Good,D,SI2,63.9,60,7501,8.92,7.08,7,4.5,223.02
18460,2.12,0.75,Premium,G,I1,60,58,7508,8.92,8.39,8.28,4.99,346.651308
18480,1.05,0.05,Ideal,G,VS1,61,56,7526,8.93,6.62,6.56,4.02,174.577344
18500,1.15,0.14,Premium,G,VS1,61.7,58,7535,8.93,6.73,6.7,4.14,186.67674
18520,1.35,0.3,Very Good,H,VS2,62.3,57,7549,8.93,7.06,7.12,4.42,222.181024
18540,1.21,0.19,Premium,H,VS1,62.5,59,7555,8.93,6.8,6.74,4.23,193.86936
18560,1.3,0.26,Very Good,F,SI1,61.5,58,7567,8.93,6.99,7.06,4.32,213.189408
18580,1.51,0.41,Premium,I,SI2,60.4,56,7577,8.93,7.4,7.36,4.46,242.90944
18600,1.01,0.01,Ideal,E,VS1,61.5,57,7589,8.93,6.44,6.47,3.97,165.417196
18620,1.01,0.01,Very Good,E,VS1,63.9,58,7597,8.94,6.31,6.36,4.05,162.53298
18640,1,0,Very Good,E,VS2,61,59,7607,8.94,6.41,6.48,3.93,163.239624
18660,1.31,0.27,Premium,F,SI1,62.6,58,7625,8.94,6.98,7.02,4.38,214.618248
18680,1.08,0.08,Premium,F,VS2,62.1,59,7637,8.94,6.59,6.54,4.08,175.842288
18700,0.41,-0.89,Very Good,D,SI2,59.9,60,619,6.43,4.78,4.8,2.87,65.84928
18720,0.3,-1.2,Very Good,G,VS1,60.3,57,620,6.43,4.33,4.35,2.62,49.34901
18740,1.04,0.04,Ideal,G,VS1,61.9,57,7655,8.94,6.51,6.55,4.04,172.26762
18760,1.17,0.16,Premium,G,VS1,60.6,60,7666,8.94,6.81,6.79,4.12,190.508388
18780,1.53,0.43,Ideal,I,SI2,62.4,58,7678,8.95,7.31,7.37,4.58,246.746126
18800,1.61,0.48,Very Good,J,SI1,61.7,60,7695,8.95,7.45,7.5,4.61,257.58375
18820,1.54,0.43,Premium,G,SI2,59.4,60,7707,8.95,7.49,7.52,4.46,251.208608
18840,1.4,0.34,Premium,I,VS1,61.6,59,7722,8.95,7.22,7.17,4.43,229.329582
18860,1.7,0.53,Very Good,J,VS2,63.2,58,7730,8.95,7.56,7.5,4.76,269.892
18880,1.2,0.18,Ideal,G,VS2,62.1,56,7741,8.95,6.84,6.78,4.23,196.167096
18900,1.03,0.03,Ideal,F,VS1,59,55,7752,8.96,6.67,6.62,3.92,173.089168
18920,1.07,0.07,Very Good,E,VS1,62,60,7768,8.96,6.49,6.58,4.05,172.95201
18940,1.26,0.23,Very Good,D,SI1,59.9,59,7785,8.96,7.02,7.14,4.24,212.520672
18960,1.7,0.53,Premium,I,SI1,59.8,59,7797,8.96,7.72,7.7,4.61,274.03684
18980,1.12,0.11,Ideal,F,SI1,61.7,56,7812,8.96,6.64,6.68,4.11,182.299872
19000,1.51,0.41,Premium,J,SI1,59.9,60,7822,8.96,7.46,7.41,4.45,245.98977
19020,1.01,0.01,Very Good,F,VVS2,60.7,59,7835,8.97,6.4,6.46,3.9,161.2416
19040,0.3,-1.2,Ideal,F,VS1,62.5,57,621,6.43,4.26,4.28,2.67,48.681576
19060,1,0,Premium,G,VVS2,62.8,59,7840,8.97,6.43,6.38,4.02,164.914068
19080,1.07,0.07,Ideal,F,VS1,62.1,55,7850,8.97,6.58,6.56,4.08,176.112384
19100,1.2,0.18,Premium,F,VS2,60.1,57,7865,8.97,6.82,6.76,4.08,188.101056
19120,1,0,Ideal,G,VVS2,60.8,57,7885,8.97,6.47,6.45,3.93,164.004795
19140,1.12,0.11,Premium,F,VS1,61.8,59,7903,8.97,6.75,6.65,4.14,185.83425
19160,1.08,0.08,Ideal,F,VS2,62.3,54,7917,8.98,6.6,6.56,4.1,177.5136
19180,1.74,0.55,Premium,H,SI1,62.1,59,7932,8.98,7.69,7.63,4.76,279.291572
19200,1,0,Very Good,G,VVS2,62.7,57,7950,8.98,6.32,6.37,3.98,160.228432
19220,1.09,0.09,Ideal,G,VS2,62.2,55,7961,8.98,6.61,6.65,4.13,181.540345
19240,1.07,0.07,Very Good,G,VVS2,62.8,57,7975,8.98,6.46,6.56,4.09,173.324384
19260,1.23,0.21,Ideal,G,VS2,61.5,54,7988,8.99,6.89,6.92,4.25,202.6349
19280,1,0,Very Good,G,IF,58.3,62,8002,8.99,6.51,6.57,3.81,162.956367
19300,1.07,0.07,Premium,E,VS1,59.7,61,8015,8.99,6.69,6.64,3.98,176.797968
19320,1.2,0.18,Premium,G,VS2,62.3,56,8030,8.99,6.8,6.68,4.2,190.7808
19340,3.01,1.1,Premium,I,I1,62.7,58,8040,8.99,9.1,8.97,5.67,462.82509
19360,0.27,-1.31,Very Good,D,VVS2,62.3,57,622,6.43,4.13,4.15,2.58,44.21991
19380,0.4,-0.92,Good,D,SI2,63.9,53,622,6.43,4.68,4.71,3,66.1284
19400,1.22,0.2,Premium,G,VS2,61.1,56,8062,8.99,6.94,6.85,4.21,200.13919
19420,1.51,0.41,Very Good,I,SI1,61.4,60,8073,9,7.37,7.33,4.51,243.639671
19440,1.54,0.43,Ideal,I,SI2,60.3,59,8092,9,7.43,7.46,4.49,248.870822
19460,2.01,0.7,Good,J,SI1,64.3,54,8104,9,8.05,7.95,5.14,328.94715
19480,1.7,0.53,Good,H,SI2,63.6,56,8115,9,7.51,7.56,4.79,271.955124
19500,1.03,0.03,Ideal,F,VS1,62.3,57,8133,9,6.45,6.52,4.04,169.89816
19520,1.52,0.42,Very Good,G,SI2,60.9,57,8151,9.01,7.44,7.5,4.55,253.89
19540,1,0,Very Good,F,VVS2,63.2,56,8172,9.01,6.35,6.3,4,160.02
19560,1.5,0.41,Premium,G,SI2,62,62,8190,9.01,7.31,7.25,4.51,239.018725
19580,1.51,0.41,Good,I,VS1,65.8,57,8210,9.01,7.09,7.17,4.69,238.417557
19600,1.57,0.45,Ideal,J,SI1,62.4,57,8221,9.01,7.51,7.4,4.65,258.4191
19620,1.03,0.03,Ideal,F,VS1,62.8,54,8237,9.02,6.48,6.39,4.05,167.69916
19640,1.3,0.26,Premium,F,SI1,61.1,53,8256,9.02,7.17,7.04,4.34,219.069312
19660,1.04,0.04,Ideal,G,VVS1,62.5,55,8268,9.02,6.54,6.45,4.06,171.26298
19680,1.06,0.06,Ideal,G,VS1,61.1,57,8285,9.02,6.54,6.61,4.02,173.782188
19700,0.37,-0.99,Ideal,J,VS1,62.6,57,624,6.44,4.57,4.54,2.85,59.13123
19720,1.5,0.41,Ideal,I,SI1,62.7,57,8291,9.02,7.21,7.3,4.55,239.48015
19740,1.02,0.02,Ideal,G,IF,62.5,57,8311,9.03,6.44,6.37,4,164.0912
19760,1.11,0.1,Premium,E,VS1,61.2,58,8329,9.03,6.69,6.65,4.08,181.51308
19780,1.5,0.41,Good,J,VS1,60.7,61,8347,9.03,7.27,7.3,4.42,234.57382
19800,1.53,0.43,Premium,H,SI1,62.4,60,8365,9.03,7.34,7.31,4.57,245.205178
19820,1.33,0.29,Ideal,H,VS2,59.5,57,8385,9.03,7.18,7.23,4.29,222.699906
19840,1.02,0.02,Ideal,G,VVS2,62.7,57,8401,9.04,6.41,6.45,4.03,166.618335
19860,1.04,0.04,Ideal,F,VS2,61.6,56,8415,9.04,6.53,6.55,4.03,172.369145
19880,1.12,0.11,Ideal,D,VS2,62,55,8430,9.04,6.66,6.63,4.12,181.921896
19900,1.24,0.22,Premium,G,VS1,62,55,8449,9.04,6.95,6.89,4.29,205.428795
19920,1.5,0.41,Good,J,VS1,64.1,55,8467,9.04,7.23,7.13,4.6,237.12954
19940,1.66,0.51,Premium,J,SI1,60.7,58,8487,9.05,7.72,7.63,4.66,274.490776
19960,1.11,0.1,Ideal,H,VVS1,60.8,56,8508,9.05,6.68,6.76,4.08,184.239744
19980,1.51,0.41,Ideal,J,VS1,61.9,56,8524,9.05,7.41,7.35,4.57,248.898195
20000,1.5,0.41,Very Good,E,SI2,62.8,57,8538,9.05,7.17,7.23,4.52,234.312732
20020,0.3,-1.2,Good,H,SI1,63.9,55,421,6.04,4.24,4.27,2.72,49.245056
20040,0.3,-1.2,Premium,H,SI1,59.3,59,421,6.04,4.36,4.38,2.59,49.460712
20060,0.31,-1.17,Ideal,H,VVS2,62.2,57,625,6.44,4.32,4.36,2.7,50.85504
20080,1.5,0.41,Good,I,VS2,63.3,62,8555,9.05,7.08,7.19,4.52,230.091504
20100,1.25,0.22,Very Good,G,VS2,63.5,60,8575,9.06,6.74,6.64,4.25,190.2028
20120,1.22,0.2,Premium,G,VS1,62.2,59,8583,9.06,6.82,6.87,4.26,199.595484
20140,1.2,0.18,Premium,G,VS1,60.2,60,8596,9.06,7,6.91,4.19,202.6703
20160,1.21,0.19,Ideal,G,VS1,62.6,56,8616,9.06,6.77,6.81,4.25,195.940725
20180,1.72,0.54,Very Good,I,SI2,63.4,57,8630,9.06,7.6,7.58,4.81,277.09448
20200,2.02,0.7,Premium,J,SI2,63,58,8640,9.06,8.07,8.02,5.07,328.137498
20220,1.54,0.43,Premium,J,VVS2,61.1,59,8652,9.07,7.45,7.4,4.54,250.2902
20240,1.2,0.18,Premium,F,VS1,61.8,59,8669,9.07,6.79,6.76,4.19,192.322676
20260,1.01,0.01,Premium,F,VVS2,62,58,8688,9.07,6.45,6.36,3.97,162.85734
20280,1.2,0.18,Ideal,G,VS1,62,57,8701,9.07,6.81,6.78,4.21,194.383278
20300,1.5,0.41,Very Good,J,VVS2,61.5,60,8712,9.07,7.27,7.31,4.48,238.083776
20320,1.22,0.2,Premium,F,VS2,62,58,8733,9.07,6.89,6.86,4.26,201.350604
20340,1.22,0.2,Premium,G,VS1,62.2,59,8739,9.08,6.87,6.82,4.26,199.595484
20360,1.57,0.45,Premium,J,VS1,61.3,59,8752,9.08,7.47,7.44,4.57,253.985976
20380,0.31,-1.17,Ideal,F,VS2,62.6,57,625,6.44,4.29,4.33,2.7,50.15439
20400,0.31,-1.17,Ideal,H,VVS2,61.5,56,625,6.44,4.35,4.37,2.68,50.94546
20420,1.58,0.46,Premium,H,SI2,62.4,57,8777,9.08,7.45,7.36,4.62,253.32384
20440,1.52,0.42,Very Good,I,SI1,63.7,58,8794,9.08,7.23,7.3,4.63,244.36677
20460,1.71,0.54,Fair,I,SI2,65.1,60,8800,9.08,7.5,7.46,4.87,272.4765
20480,1.25,0.22,Premium,G,VS2,62.6,58,8820,9.08,6.87,6.8,4.28,199.94448
20500,1.55,0.44,Ideal,I,VS2,62.6,56,8831,9.09,7.35,7.41,4.62,251.62137
20520,1.05,0.05,Premium,G,IF,60.6,60,8850,9.09,6.57,6.59,3.99,172.752237
20540,1.01,0.01,Ideal,F,VS1,61.8,57,8860,9.09,6.41,6.46,3.98,164.806228
20560,1.2,0.18,Premium,G,VVS2,62.4,56,8870,9.09,6.74,6.68,4.19,188.647208
20580,1.51,0.41,Ideal,J,SI1,62.6,54,8888,9.09,7.26,7.35,4.57,243.85977
20600,1.6,0.47,Ideal,J,VS1,62.1,57,8904,9.09,7.46,7.54,4.66,262.117544
20620,1.51,0.41,Very Good,I,VS1,61.1,63,8918,9.1,7.38,7.32,4.49,242.556984
20640,1.51,0.41,Premium,J,VVS2,62.6,59,8930,9.1,7.33,7.31,4.58,245.406934
20660,2.01,0.7,Very Good,J,SI2,59.3,63,8949,9.1,8.28,8.22,4.89,332.821224
20680,1.1,0.1,Ideal,D,VS2,62,56,8959,9.1,6.58,6.61,4.09,177.889642
20700,1.22,0.2,Very Good,G,VVS2,61.9,58,8975,9.1,6.84,6.85,4.24,198.66096
20720,0.31,-1.17,Very Good,H,VVS2,62.6,58,625,6.44,4.28,4.31,2.69,49.621892
20740,0.9,-0.11,Ideal,D,VVS1,62,56,8979,9.1,6.16,6.19,3.83,146.039432
20760,1.07,0.07,Ideal,E,VS1,60,58,8998,9.1,6.66,6.7,4.01,178.93422
20780,1,0,Ideal,F,VVS2,59.7,60,9014,9.11,6.48,6.52,3.88,163.928448
20800,1.05,0.05,Ideal,F,VVS2,61.9,57,9032,9.11,6.52,6.5,4.03,170.7914
20820,1.13,0.12,Ideal,G,VVS1,61.2,57,9049,9.11,6.65,6.72,4.09,182.77392
20840,1.15,0.14,Very Good,G,VVS2,63.2,58,9068,9.11,6.68,6.61,4.2,185.45016
20860,1.26,0.23,Ideal,G,VS1,61.6,56,9078,9.11,6.96,7.03,4.31,210.883128
20880,1.59,0.46,Good,F,SI2,63.6,57,9100,9.12,7.43,7.39,4.71,258.615267
20900,1.53,0.43,Ideal,I,VS2,62.1,55,9116,9.12,7.43,7.35,4.59,250.662195
20920,1.23,0.21,Ideal,G,VS1,61.4,56,9133,9.12,6.96,6.91,4.26,204.878736
20940,1.1,0.1,Ideal,G,VVS2,61.7,56,9148,9.12,6.67,6.63,4.1,181.31061
20960,1.5,0.41,Good,D,SI2,60.2,65,9173,9.12,7.37,7.34,4.43,239.644394
20980,1.52,0.42,Premium,E,SI2,60.8,60,9193,9.13,7.42,7.36,4.49,245.204288
21000,1.21,0.19,Ideal,E,VS2,62.4,54,9215,9.13,6.86,6.8,4.26,198.72048
21020,1.3,0.26,Ideal,H,VVS1,62.8,55.2,9232,9.13,6.94,6.97,4.36,210.901048
21040,0.31,-1.17,Very Good,H,VVS2,62.4,58,625,6.44,4.28,4.31,2.68,49.437424
21060,0.31,-1.17,Good,G,VS1,63.1,59,625,6.44,4.27,4.29,2.7,49.45941
21080,1.35,0.3,Premium,G,VS2,62.7,56,9253,9.13,7.08,7.05,4.43,221.11902
21100,1.29,0.25,Ideal,H,VS1,61.8,56,9273,9.13,6.97,7.02,4.32,211.375008
21120,1.25,0.22,Premium,G,VS1,60.7,56,9282,9.14,7.01,6.93,4.23,205.490439
21140,1.31,0.27,Premium,G,VS2,60.3,58,9296,9.14,7.13,7.1,4.29,217.17267
21160,1.14,0.13,Ideal,F,VVS2,62.7,55,9316,9.14,6.7,6.6,4.17,184.3974
21180,1.51,0.41,Ideal,J,VVS2,61.4,59,9334,9.14,7.34,7.39,4.52,245.176552
21200,1.51,0.41,Ideal,I,SI1,62.6,55,9344,9.14,7.37,7.26,4.58,245.058396
21220,1.18,0.17,Premium,G,VVS2,59.7,58,9366,9.14,6.9,6.94,4.13,197.76918
21240,1.59,0.46,Premium,H,SI2,62.6,59,9385,9.15,7.42,7.4,4.64,254.77312
21260,1.5,0.41,Premium,F,SI2,60.8,59,9408,9.15,7.36,7.3,4.46,239.62688
21280,1.06,0.06,Very Good,F,IF,60.6,56,9433,9.15,6.62,6.69,4.03,178.479834
21300,1.01,0.01,Good,F,IF,62.7,59,9451,9.15,6.3,6.42,3.99,161.37954
21320,1.23,0.21,Premium,F,VS1,60.8,58,9471,9.16,6.94,6.9,4.21,201.60006
21340,1.52,0.42,Ideal,I,VS1,61.4,57,9483,9.16,7.42,7.38,4.54,248.608584
21360,1.28,0.25,Premium,G,VS1,60.9,58,9505,9.16,7.09,7.01,4.29,213.216861
21380,0.34,-1.08,Ideal,D,SI1,60.4,57,626,6.44,4.51,4.53,2.73,55.774719
21400,1.51,0.41,Ideal,E,SI2,62.9,57,9513,9.16,7.29,7.23,4.57,240.869619
21420,1.52,0.42,Premium,H,SI1,61,58,9527,9.16,7.39,7.44,4.52,248.516832
21440,1.42,0.35,Good,F,VS2,63.7,57,9542,9.16,7.08,6.99,4.48,221.711616
21460,1.63,0.49,Good,I,SI1,63.7,58,9556,9.16,7.4,7.48,4.74,262.36848
21480,1.52,0.42,Premium,E,SI2,62.9,59,9576,9.17,7.31,7.26,4.58,243.063348
21500,1.53,0.43,Ideal,G,SI2,62.5,57,9596,9.17,7.39,7.32,4.6,248.83608
21520,1.71,0.54,Ideal,H,VS2,61.9,57,9618,9.17,7.67,7.61,4.73,276.083951
21540,1.2,0.18,Ideal,F,VS1,62,55,9641,9.17,6.81,6.83,4.23,196.747029
21560,1.23,0.21,Ideal,F,VS1,62.5,54,9660,9.18,6.82,6.85,4.27,199.48159
21580,1.7,0.53,Fair,H,SI2,64.5,55,9682,9.18,7.58,7.52,4.87,277.597792
21600,1.52,0.42,Premium,H,SI1,61,58,9700,9.18,7.44,7.39,4.52,248.516832
21620,1.12,0.11,Ideal,E,VS2,61.9,56,9710,9.18,6.65,6.68,4.13,183.46286
21640,1.63,0.49,Good,I,SI1,63.7,58,9730,9.18,7.48,7.4,4.74,262.36848
21660,1.21,0.19,Premium,G,VVS2,62.5,55,9757,9.19,6.84,6.8,4.26,198.14112
21680,1.16,0.15,Ideal,G,VVS1,61.9,55,9781,9.19,6.75,6.78,4.19,191.75535
21700,0.34,-1.08,Ideal,D,SI1,60.6,56,626,6.44,4.51,4.54,2.74,56.102596
21720,0.32,-1.14,Ideal,H,VVS2,61.6,55,628,6.44,4.43,4.46,2.74,54.136372
21740,1.07,0.07,Very Good,F,VVS1,60.2,58,9808,9.19,6.57,6.65,3.98,173.88819
21760,1.5,0.41,Ideal,I,VS2,60,61,9827,9.19,7.39,7.42,4.44,243.462072
21780,1.57,0.45,Premium,I,VS2,62.5,58,9847,9.19,7.5,7.42,4.66,259.329
21800,1.2,0.18,Premium,G,VVS2,61.2,58,9873,9.2,6.84,6.88,4.2,197.64864
21820,1.51,0.41,Ideal,I,VS2,62.6,55,9891,9.2,7.29,7.34,4.58,245.069388
21840,1.6,0.47,Ideal,I,SI1,62.4,56,9901,9.2,7.52,7.48,4.68,263.248128
21860,1.23,0.21,Ideal,G,VVS2,62.2,56.1,9921,9.2,6.8,6.87,4.25,198.543
21880,1.52,0.42,Premium,G,SI1,61.6,57,9952,9.21,7.4,7.33,4.54,246.25868
21900,1.2,0.18,Very Good,G,VVS1,61.8,55,9968,9.21,6.79,6.83,4.21,195.241697
21920,1.5,0.41,Very Good,G,SI1,62.8,57,9996,9.21,7.19,7.3,4.55,238.81585
21940,1.35,0.3,Premium,G,VS1,62.1,59,10012,9.21,7.06,7.02,4.37,216.582444
21960,1.02,0.02,Very Good,E,IF,61.7,60,10029,9.21,6.38,6.52,3.98,165.558448
21980,1,0,Premium,D,VVS2,61.6,60,10046,9.21,6.41,6.36,3.93,160.216668
22000,1.11,0.1,Very Good,F,VVS1,62.5,59,10069,9.22,6.59,6.63,4.13,180.446721
22020,1.5,0.41,Premium,E,SI2,61.2,59,10080,9.22,7.41,7.36,4.52,246.509952
22040,0.31,-1.17,Premium,I,VS1,60.8,59,628,6.44,4.41,4.37,2.67,51.455439
22060,1.74,0.55,Very Good,H,SI2,62.1,59,10086,9.22,7.65,7.78,4.79,285.08643
22080,1.61,0.48,Ideal,I,VS2,62.5,57,10098,9.22,7.49,7.43,4.66,259.332262
22100,1.28,0.25,Ideal,G,VS1,62.1,57,10126,9.22,6.91,6.94,4.3,206.20822
22120,1.01,0.01,Premium,D,VVS2,60.2,58,10147,9.22,6.57,6.51,3.94,168.516558
22140,1.21,0.19,Ideal,F,VS2,61.5,54,10177,9.23,6.88,6.89,4.24,200.989568
22160,1.24,0.22,Premium,G,VVS2,59.9,60,10202,9.23,6.98,7,4.19,204.7234
22180,1.5,0.41,Ideal,G,SI1,61.7,56,10219,9.23,7.36,7.32,4.53,244.054656
22200,1.52,0.42,Ideal,H,SI1,61.4,55,10239,9.23,7.38,7.48,4.56,251.722944
22220,1.51,0.41,Good,H,SI1,61.5,61,10277,9.24,7.29,7.34,4.5,240.7887
22240,1.52,0.42,Premium,D,SI2,59.2,62,10291,9.24,7.51,7.46,4.43,248.188978
22260,1.14,0.13,Ideal,G,IF,61.1,57,10313,9.24,6.7,6.76,4.11,186.15012
22280,1.09,0.09,Ideal,E,VVS2,60.9,56,10333,9.24,6.66,6.7,4.07,181.61154
22300,1.58,0.46,Ideal,H,SI1,62.5,57,10345,9.24,7.43,7.39,4.63,254.222651
22320,1.62,0.48,Premium,I,VS1,61.7,59,10362,9.25,7.55,7.47,4.63,261.125055
22340,1.24,0.22,Premium,G,VVS2,59.9,60,10388,9.25,7,6.98,4.19,204.7234
22360,0.31,-1.17,Ideal,H,VS2,62.6,57,628,6.44,4.38,4.34,2.73,51.895116
22380,0.31,-1.17,Fair,G,VVS2,65.5,58,629,6.44,4.25,4.24,2.78,50.0956
22400,2.77,1.02,Premium,H,I1,62.6,62,10424,9.25,8.93,8.83,5.56,438.416564
22420,1.23,0.21,Ideal,G,VVS2,61.3,56,10445,9.25,6.89,6.91,4.23,201.389877
22440,1.53,0.43,Very Good,H,SI1,61,61,10468,9.26,7.4,7.45,4.53,249.7389
22460,1.6,0.47,Premium,E,SI2,59.4,59,10483,9.26,7.61,7.55,4.5,258.54975
22480,1.21,0.19,Ideal,F,VS1,61.8,56,10504,9.26,6.84,6.86,4.23,198.481752
22500,1.28,0.25,Ideal,G,VS1,62.1,56,10537,9.26,6.97,6.94,4.32,208.966176
22520,1.26,0.23,Ideal,G,VVS2,60.7,56,10556,9.26,7.05,7.03,4.27,211.627605
22540,2.02,0.7,Ideal,I,SI2,62.3,55,10577,9.27,8.1,8.06,5.03,328.38858
22560,1.43,0.36,Premium,G,VS2,62.2,58,10609,9.27,7.18,7.15,4.46,228.96302
22580,1.32,0.28,Ideal,G,VS1,62.4,53,10631,9.27,7.03,7.08,4.4,218.99856
22600,1.3,0.26,Very Good,G,VS1,62.5,58,10654,9.27,6.9,6.95,4.33,207.64515
22620,1.5,0.41,Good,G,VS2,63.7,57,10669,9.28,7.29,7.25,4.63,244.707075
22640,1.01,0.01,Ideal,F,IF,62,58,10688,9.28,6.41,6.46,3.99,165.220314
22660,1.21,0.19,Premium,D,VS1,62.6,56,10706,9.28,6.83,6.74,4.25,195.64535
22680,1.56,0.44,Ideal,H,SI1,62.4,54,10728,9.28,7.48,7.43,4.65,258.43026
22700,0.35,-1.05,Good,E,SI2,63.9,55,630,6.45,4.5,4.48,2.87,57.8592
22720,1.67,0.51,Premium,I,VS2,61.9,56,10736,9.28,7.64,7.6,4.72,274.06208
22740,1.73,0.55,Very Good,I,SI1,61.2,60,10761,9.28,7.65,7.67,4.69,275.188095
22760,1.5,0.41,Ideal,E,SI1,62.6,56,10777,9.29,7.27,7.3,4.56,242.00376
22780,1.68,0.52,Ideal,I,VS2,62.1,57,10800,9.29,7.6,7.54,4.7,269.3288
22800,1.6,0.47,Very Good,I,VS1,58.6,58,10824,9.29,7.66,7.72,4.51,266.699752
22820,1.35,0.3,Ideal,G,VS1,62.7,57,10850,9.29,7.07,7.02,4.42,219.370788
22840,1.05,0.05,Ideal,F,VVS2,62.1,55,10874,9.29,6.54,6.56,4.07,174.612768
22860,1.01,0.01,Very Good,E,VVS1,63.1,57,10891,9.3,6.39,6.36,4.02,163.374408
22880,1.58,0.46,Ideal,I,VS1,62.4,54,10920,9.3,7.43,7.46,4.64,257.184992
22900,1.55,0.44,Ideal,F,SI2,61.9,55,10937,9.3,7.44,7.4,4.6,253.2576
22920,1.51,0.41,Ideal,H,VS2,62.5,55,10959,9.3,7.34,7.29,4.57,244.534302
22940,1.2,0.18,Good,F,VVS1,63.6,57,10982,9.3,6.71,6.74,4.28,193.564712
22960,1.5,0.41,Premium,H,VS1,61.1,58,11007,9.31,7.46,7.37,4.53,249.060306
22980,1.02,0.02,Ideal,E,VVS1,61.4,57,11028,9.31,6.39,6.47,3.95,163.306035
23000,1.2,0.18,Ideal,D,VS1,61,59,11053,9.31,6.79,6.85,4.16,193.48784
23020,0.3,-1.2,Premium,G,VS2,61.8,60,630,6.45,4.29,4.25,2.64,48.1338
23040,0.33,-1.11,Very Good,D,SI2,63.4,56,631,6.45,4.43,4.4,2.8,54.5776
23060,1.25,0.22,Premium,E,VS1,61.5,59,11088,9.31,6.95,6.91,4.26,204.58437
23080,1.31,0.27,Very Good,G,VVS2,62.2,59,11108,9.32,6.91,6.98,4.32,208.361376
23100,1.59,0.46,Ideal,I,VS1,61.2,58,11119,9.32,7.52,7.5,4.6,259.44
23120,1.28,0.25,Ideal,G,VVS1,62.1,56,11147,9.32,6.93,6.96,4.31,207.883368
23140,1.64,0.49,Premium,H,SI1,59.3,61,11159,9.32,7.68,7.64,4.54,266.385408
23160,1.52,0.42,Very Good,E,SI1,63.5,58,11176,9.32,7.36,7.29,4.65,249.49296
23180,1.5,0.41,Premium,H,VS1,59.9,60,11189,9.32,7.44,7.39,4.44,244.118304
23200,1.14,0.13,Ideal,E,VVS2,61.6,57,11206,9.32,6.68,6.73,4.13,185.669932
23220,1.71,0.54,Premium,G,SI2,62.6,57,11227,9.33,7.66,7.6,4.78,278.27248
23240,1.67,0.51,Premium,H,SI1,59.4,61,11248,9.33,7.78,7.73,4.61,277.242634
23260,1.53,0.43,Very Good,F,SI1,62,56,11267,9.33,7.39,7.47,4.61,254.487213
23280,1.51,0.41,Ideal,F,SI1,60.7,59,11302,9.33,7.42,7.44,4.51,248.973648
23300,1.59,0.46,Premium,H,VS2,62.1,58,11333,9.34,7.42,7.48,4.63,256.972408
23320,1.72,0.54,Premium,I,VS2,58.3,61,11360,9.34,7.91,7.87,4.6,286.35782
23340,1.01,0.01,Premium,E,IF,62.6,58,11387,9.34,6.37,6.44,4.01,164.501428
23360,0.3,-1.2,Ideal,G,SI1,60.9,57,422,6.05,4.34,4.39,2.66,50.679916
23380,0.33,-1.11,Very Good,G,SI1,63.2,57,631,6.45,4.44,4.39,2.79,54.381564
23400,0.36,-1.02,Ideal,H,VS1,61.8,57,631,6.45,4.56,4.6,2.83,59.36208
23420,1.33,0.29,Ideal,D,VS2,62.8,56,11409,9.34,7.08,7.03,4.43,220.491732
23440,1.7,0.53,Very Good,D,SI2,60.8,59,11431,9.34,7.76,7.83,4.75,288.6138
23460,1.2,0.18,Ideal,F,VVS1,62,56,11455,9.35,6.76,6.82,4.21,194.094472
23480,1.01,0.01,Premium,D,VVS1,59.3,59,11480,9.35,6.56,6.53,3.88,166.206784
23500,1.6,0.47,Premium,H,VS2,62.6,58,11508,9.35,7.5,7.45,4.68,261.495
23520,1.53,0.43,Ideal,F,SI1,62.5,57,11525,9.35,7.38,7.31,4.59,247.620402
23540,3,1.1,Good,E,I1,64.2,65,11548,9.35,9.08,8.96,5.79,471.055872
23560,1.55,0.44,Premium,H,VS2,60.7,58,11567,9.36,7.51,7.47,4.55,255.253635
23580,1.25,0.22,Very Good,G,VVS1,60.2,58,11589,9.36,6.97,7.04,4.22,207.070336
23600,1.4,0.34,Very Good,G,VVS2,63.4,59,11624,9.36,7.12,7.04,4.49,225.060352
23620,1.41,0.34,Premium,E,VS2,62.7,56,11644,9.36,7.18,7.1,4.48,228.38144
23640,1.51,0.41,Premium,F,SI1,63,61,11666,9.36,7.3,7.27,4.59,243.59589
23660,1.54,0.43,Very Good,G,VS2,63,59,11708,9.37,7.3,7.36,4.62,248.22336
23680,1.22,0.2,Ideal,F,VVS2,61.9,53,11730,9.37,6.9,6.92,4.28,204.36144
23700,1.01,0.01,Ideal,D,VVS1,62.5,55,11767,9.37,6.44,6.39,4.01,165.017916
23720,0.29,-1.24,Very Good,E,VVS2,61.4,58,633,6.45,4.25,4.31,2.63,48.175025
23740,1.58,0.46,Premium,G,VS2,58.2,58,11786,9.37,7.68,7.64,4.46,261.691392
23760,1.71,0.54,Ideal,E,SI2,61.9,57,11816,9.38,7.69,7.65,4.75,279.435375
23780,1.2,0.18,Ideal,E,VVS2,62.2,57,11839,9.38,6.81,6.77,4.22,194.557614
23800,1.61,0.48,Ideal,G,SI1,62.4,55,11859,9.38,7.51,7.48,4.68,262.898064
